measurment_data,sample,temperature,z_average,dispersity,mean_count_rate,volume_mean,intensity_mean,number_mean,file,np_formulation,substance_code,polymer_class,polymer,smiles_monomer,smiles_ru,mn,pdi,mn_method,tg,date,additive,polymer_concentration
"Mittwoch, 6. Mai 2020 16:20:12",A2 3,25.0,82.95,0.073,340.0,75.47,89.98,62.88,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,1
"Mittwoch, 6. Mai 2020 16:20:49",A3 1,25.0,78.94,0.065,325.8,71.49,84.67,60.28,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,1
"Mittwoch, 6. Mai 2020 16:21:00",A3 2,25.0,80.14,0.102,322.7,70.86,88.06,57.94,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,1
"Mittwoch, 6. Mai 2020 16:21:11",A3 3,25.0,78.43,0.053,322.9,69.78,84.39,58.04,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,1
"Mittwoch, 6. Mai 2020 16:21:45",A4 1,25.0,125.5,0.076,459.8,122.8,136.1,97.34,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:21:56",A4 2,25.0,126.0,0.048,447.4,122.0,135.3,97.06,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:22:07",A4 3,25.0,123.5,0.098,452.7,120.2,135.7,93.24,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:22:39",A5 1,25.0,122.2,0.061,137.5,118.4,130.7,96.58,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:22:50",A5 2,25.0,125.6,0.043,135.8,121.0,134.8,95.63,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:23:01",A5 3,25.0,118.7,0.051,134.6,114.3,126.4,94.58,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:23:34",A6 1,25.0,123.5,0.086,173.5,115.6,138.7,80.97,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:23:45",A6 2,25.0,124.0,0.055999999999999994,168.2,122.2,131.8,103.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:23:56",A6 3,25.0,123.8,0.05,162.0,121.6,132.1,101.9,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,1
"Mittwoch, 6. Mai 2020 16:24:30",B1 1,25.0,121.3,0.14,351.7,108.0,143.6,64.26,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:24:41",B1 2,25.0,119.0,0.102,357.0,115.3,130.5,91.44,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:24:51",B1 3,25.0,120.1,0.098,352.2,113.6,134.1,83.21,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:25:24",B2 1,25.0,117.1,0.105,355.6,106.0,133.5,70.53,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:25:35",B2 2,25.0,118.5,0.168,350.2,109.8,135.4,75.8,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:25:46",B2 3,25.0,116.5,0.073,345.0,111.0,126.3,88.41,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:26:17",B3 1,25.0,113.8,0.042,323.4,108.8,120.3,91.97,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:26:28",B3 2,25.0,117.5,0.057999999999999996,316.8,111.7,128.0,87.01,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:26:39",B3 3,25.0,113.8,0.138,312.0,103.8,133.6,70.69,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,3
"Mittwoch, 6. Mai 2020 16:27:11",B4 1,25.0,164.7,0.109,407.9,174.7,179.7,136.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:27:22",B4 2,25.0,164.5,0.084,386.6,176.0,182.3,132.1,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:27:33",B4 3,25.0,164.4,0.122,370.4,174.2,183.0,122.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:28:06",B5 1,25.0,162.3,0.052000000000000005,449.0,169.0,174.9,132.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:28:17",B5 2,25.0,160.9,0.008,450.2,164.6,167.4,141.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:28:28",B5 3,25.0,160.8,0.106,390.3,170.2,178.3,124.9,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:29:03",B6 1,25.0,158.9,0.032,423.5,163.0,169.1,129.9,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:29:13",B6 2,25.0,160.9,0.083,414.9,168.3,172.7,137.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:29:24",B6 3,25.0,155.0,0.003,383.4,157.5,160.7,137.4,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,3
"Mittwoch, 6. Mai 2020 16:29:57",C1 1,25.0,154.0,0.084,441.2,159.6,170.8,114.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:30:08",C1 2,25.0,154.3,0.087,446.1,161.3,170.7,119.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:30:19",C1 3,25.0,154.3,0.11800000000000001,441.3,167.1,178.6,114.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:30:53",C2 1,25.0,147.8,0.19399999999999998,460.5,475.0,286.6,104.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:31:04",C2 2,25.0,146.0,0.139,452.5,147.8,166.0,98.28,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:31:15",C2 3,25.0,150.2,0.128,448.3,156.1,172.0,103.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:31:47",C3 1,25.0,147.8,0.128,421.7,145.0,152.8,118.8,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:31:57",C3 2,25.0,148.3,0.062,425.3,150.9,161.1,114.8,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:32:08",C3 3,25.0,146.6,0.1,416.4,148.7,164.2,102.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,5
"Mittwoch, 6. Mai 2020 16:33:09",C4 1,25.0,192.5,0.069,220.5,206.7,206.8,165.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:33:20",C4 2,25.0,198.0,0.017,211.1,205.3,204.6,180.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:33:31",C4 3,25.0,193.2,0.102,210.0,212.5,212.7,160.1,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:34:06",C5 1,25.0,197.0,0.11900000000000001,223.0,218.6,218.4,153.4,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:34:17",C5 2,25.0,192.5,0.17300000000000001,216.6,203.1,204.4,155.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:34:28",C5 3,25.0,188.6,0.08199999999999999,202.7,201.0,200.7,172.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:35:05",C6 1,25.0,197.8,0.131,190.8,217.4,217.5,151.4,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:35:16",C6 2,25.0,192.9,0.038,192.9,203.0,202.5,174.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:35:27",C6 3,25.0,194.4,0.071,191.9,207.2,206.6,175.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,5
"Mittwoch, 6. Mai 2020 16:36:00",D1 1,25.0,184.8,0.19,323.8,387.8,243.2,132.0,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:36:11",D1 2,25.0,184.1,0.068,309.9,198.9,202.3,144.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:36:21",D1 3,25.0,185.1,0.129,314.4,209.9,216.5,123.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:36:59",D2 1,25.0,173.8,0.11,324.0,190.1,197.2,128.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:37:10",D2 2,25.0,172.7,0.16699999999999998,324.2,174.6,178.0,143.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:37:21",D2 3,25.0,172.8,0.091,329.4,185.3,190.6,135.8,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:37:52",D3 1,25.0,177.2,0.145,325.9,190.6,196.0,134.4,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:38:03",D3 2,25.0,179.3,0.121,306.7,198.2,204.9,127.9,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:38:14",D3 3,25.0,182.7,0.086,321.5,198.7,203.5,137.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,8
"Mittwoch, 6. Mai 2020 16:38:47",D4 1,25.0,233.2,0.096,421.1,266.6,258.9,192.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:38:58",D4 2,25.0,227.8,0.028999999999999998,409.2,243.8,240.6,203.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:39:09",D4 3,25.0,232.9,0.077,362.3,262.1,256.0,198.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:39:40",D5 1,25.0,227.2,0.127,418.2,268.4,259.1,178.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:39:51",D5 2,25.0,227.3,0.154,407.2,447.0,295.0,184.4,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:40:02",D5 3,25.0,235.4,0.022000000000000002,390.8,248.8,245.8,216.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:40:35",D6 1,25.0,237.5,0.035,344.3,256.7,252.2,210.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:40:46",D6 2,25.0,240.3,0.075,342.5,273.2,265.5,203.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:40:56",D6 3,25.0,228.7,0.139,342.8,243.6,240.0,202.1,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,8
"Mittwoch, 6. Mai 2020 16:41:29",E1 1,25.0,189.1,0.2,264.2,516.5,344.1,123.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:41:40",E1 2,25.0,187.6,0.196,258.9,674.6,383.7,133.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:41:51",E1 3,25.0,191.0,0.16699999999999998,254.8,476.6,279.2,150.0,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:42:24",E2 1,25.0,190.2,0.212,243.0,259.1,252.7,104.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:42:35",E2 2,25.0,183.7,0.17600000000000002,249.4,435.4,302.4,124.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:42:46",E2 3,25.0,187.4,0.17300000000000001,250.8,423.2,263.9,141.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:43:19",E3 1,25.0,190.5,0.052000000000000005,240.8,205.8,206.7,160.7,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:43:30",E3 2,25.0,188.3,0.121,246.7,201.4,203.2,150.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:43:41",E3 3,25.0,184.4,0.076,249.3,199.0,200.8,153.3,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,None,10
"Mittwoch, 6. Mai 2020 16:44:14",E4 1,25.0,234.4,0.136,327.3,258.6,254.4,217.6,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,10
"Mittwoch, 6. Mai 2020 16:44:25",E4 2,25.0,245.2,0.10300000000000001,318.7,276.9,269.0,215.0,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,10
"Mittwoch, 6. Mai 2020 16:44:35",E4 3,25.0,229.1,0.057,310.1,245.4,242.3,209.2,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,10
"Mittwoch, 6. Mai 2020 16:45:08",E5 1,25.0,245.7,0.156,297.6,271.1,263.2,203.5,VAN#63_P1.txt,VAN63_P1,TS-015a,methacrylate,Poly-Ethyl MA,C=C(C)C(=O)OCC,[CH2][C](C)(C(=O)OCC),7600.0,1.23,SEC13,65.0,2020-05-06 00:00:00,PVA,10
