measurment_data,sample,temperature,z_average,dispersity,mean_count_rate,volume_mean,intensity_mean,number_mean,file,np_formulation,substance_code,polymer_class,polymer,smiles_monomer,smiles_ru,mn,pdi,mn_method,tg,date,additive,polymer_concentration
"Dienstag, 11. Februar 2020 13:56:23",B3 1,25.0,241.3,0.184,256.7,494.7,376.6,169.8,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,3
"Dienstag, 11. Februar 2020 13:56:34",B3 2,25.0,224.4,0.191,238.4,258.1,252.4,196.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,3
"Dienstag, 11. Februar 2020 13:56:44",B3 3,25.0,225.2,0.061,205.9,248.2,244.0,192.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,3
"Dienstag, 11. Februar 2020 13:57:26",B4 1,25.0,286.2,0.081,418.3,317.6,307.2,259.4,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:57:36",B4 2,25.0,286.6,0.12,421.9,338.2,316.6,239.7,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:57:47",B4 3,25.0,288.3,0.022000000000000002,421.7,302.8,296.7,267.8,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:58:31",B5 1,25.0,283.4,0.129,206.3,337.1,321.0,257.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:58:42",B5 2,25.0,274.3,0.128,206.8,311.8,297.4,230.8,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:58:53",B5 3,25.0,281.6,0.11,206.3,329.5,310.1,237.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:59:31",B6 1,25.0,287.3,0.051,444.8,319.6,308.6,256.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:59:42",B6 2,25.0,283.5,0.092,443.5,329.6,312.7,243.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 13:59:53",B6 3,25.0,279.1,0.21899999999999997,446.9,951.0,548.4,210.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,3
"Dienstag, 11. Februar 2020 14:00:32",C1 1,25.0,320.5,0.509,273.9,673.4,554.6,103.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:00:43",C1 2,25.0,320.7,0.674,274.1,868.3,655.1,110.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:00:54",C1 3,25.0,349.3,0.545,282.0,1040.0,729.5,131.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:01:51",C2 1,25.0,285.2,0.24600000000000002,301.3,1086.0,555.7,219.7,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:02:02",C2 2,25.0,284.3,0.16699999999999998,242.3,320.0,307.0,250.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:02:13",C2 3,25.0,276.7,0.21,269.3,290.7,283.5,241.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:02:59",C3 1,25.0,238.0,0.21,316.1,241.8,238.9,205.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:03:10",C3 2,25.0,238.7,0.218,295.2,705.6,365.7,195.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:03:21",C3 3,25.0,231.6,0.20199999999999999,277.9,563.6,318.6,194.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,5
"Dienstag, 11. Februar 2020 14:03:58",C4 1,25.0,347.8,0.225,338.6,351.7,340.5,304.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:04:08",C4 2,25.0,343.5,0.031,308.6,384.9,366.6,313.7,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:04:19",C4 3,25.0,331.9,0.19399999999999998,314.2,720.4,453.0,272.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:04:59",C5 1,25.0,360.3,0.213,342.0,346.2,334.8,295.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:05:10",C5 2,25.0,347.1,0.20800000000000002,327.6,357.5,344.9,304.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:05:21",C5 3,25.0,335.8,0.233,327.7,634.3,408.0,281.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:06:00",C6 1,25.0,323.4,0.149,357.6,579.5,416.6,265.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:06:11",C6 2,25.0,317.3,0.11699999999999999,344.7,383.2,352.8,272.4,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:06:21",C6 3,25.0,314.4,0.153,366.9,350.9,334.9,280.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,5
"Dienstag, 11. Februar 2020 14:07:01",D1 1,25.0,408.0,0.289,292.7,717.4,475.3,308.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:07:12",D1 2,25.0,311.0,0.373,278.9,279.5,269.1,194.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:07:22",D1 3,25.0,243.2,0.319,255.6,144.3,152.1,117.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:08:05",D2 1,25.0,311.9,0.218,217.6,351.0,333.6,270.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:08:16",D2 2,25.0,346.2,0.322,204.2,984.3,533.2,263.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:08:27",D2 3,25.0,310.1,0.235,159.6,753.0,500.1,197.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:09:02",D3 1,25.0,346.4,0.244,134.9,878.7,523.4,232.4,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:09:13",D3 2,25.0,336.6,0.381,139.5,956.7,490.3,140.4,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:09:24",D3 3,25.0,330.1,0.449,136.3,479.8,358.0,195.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,8
"Dienstag, 11. Februar 2020 14:09:59",D4 1,25.0,409.8,0.141,148.7,548.2,471.6,374.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:10:10",D4 2,25.0,412.9,0.23399999999999999,157.0,806.5,520.9,339.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:10:21",D4 3,25.0,435.5,0.223,167.3,809.5,534.9,351.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:11:23",D5 1,25.0,417.5,0.289,169.0,1225.0,728.0,303.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:11:34",D5 2,25.0,417.4,0.285,177.2,644.1,445.1,333.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:11:44",D5 3,25.0,370.9,0.168,164.9,401.9,384.6,342.8,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:12:21",D6 1,25.0,386.2,0.195,167.8,807.7,551.5,310.7,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:12:32",D6 2,25.0,406.5,0.27899999999999997,163.6,1123.0,650.6,316.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:12:43",D6 3,25.0,427.3,0.195,175.7,794.7,573.8,348.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,8
"Dienstag, 11. Februar 2020 14:13:33",E1 1,25.0,335.2,0.354,142.1,917.1,556.5,193.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:13:44",E1 2,25.0,329.2,0.22699999999999998,145.7,800.7,485.7,241.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:13:55",E1 3,25.0,314.6,0.254,140.2,854.6,567.0,212.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:14:34",E2 1,25.0,365.1,0.32,175.0,1036.0,677.6,216.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:14:45",E2 2,25.0,346.0,0.26,162.8,605.8,467.3,103.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:14:55",E2 3,25.0,353.9,0.337,166.5,306.6,297.2,246.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:15:29",E3 1,25.0,285.5,0.278,326.7,938.4,521.7,194.7,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:15:39",E3 2,25.0,284.7,0.20600000000000002,303.8,561.1,381.8,190.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:15:50",E3 3,25.0,273.4,0.18600000000000003,295.9,364.0,336.7,102.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,10
"Dienstag, 11. Februar 2020 14:16:33",E4 1,25.0,420.5,0.33299999999999996,444.9,1367.0,741.6,318.1,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:16:44",E4 2,25.0,408.7,0.298,429.4,1344.0,751.2,307.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:16:55",E4 3,25.0,422.7,0.14300000000000002,468.5,496.8,446.9,370.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:17:37",E5 1,25.0,435.4,0.353,162.0,1177.0,904.9,280.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:17:48",E5 2,25.0,471.9,0.33299999999999996,178.0,1526.0,863.1,339.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:17:59",E5 3,25.0,500.6,0.305,187.4,644.5,531.9,203.0,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:18:32",E6 1,25.0,503.4,0.43799999999999994,194.3,1552.0,1241.0,320.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:18:43",E6 2,25.0,558.0,0.45,195.9,1376.0,1030.0,209.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:18:54",E6 3,25.0,456.4,0.298,161.4,433.8,409.7,361.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,PVA,10
"Dienstag, 11. Februar 2020 14:19:32",F1 1,25.0,475.0,0.494,217.4,1457.0,969.2,142.2,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:19:43",F1 2,25.0,588.7,0.731,194.7,1352.0,984.4,227.3,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:19:54",F1 3,25.0,523.9,0.65,175.1,1967.0,1717.0,222.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:20:26",F2 1,25.0,880.0,1.0,396.0,1058.0,706.2,91.38,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:20:37",F2 2,25.0,458.4,0.37799999999999995,237.8,1248.0,753.5,377.5,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:20:47",F2 3,25.0,561.2,0.718,272.6,2853.0,1819.0,287.6,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
"Dienstag, 11. Februar 2020 14:21:20",F3 1,25.0,931.6,0.649,292.6,862.6,600.1,216.9,VAN056_P1(TS-009a)_1.txt,VAN56_P1,TS-009a,methacrylate,Polybenzyl MA,C=C(C)C(=O)OCc1ccccc1,[CH2][C](C)(C(=O)OCc1ccccc1),10200.0,1.18,SEC13,54.0,2020-02-11 00:00:00,None,15
