index,measurment_data,sample,temperature,z_average,dispersity,mean_count_rate,volume_mean,intensity_mean,number_mean,file,np_formulation,substance_code,polymer_class,polymer,smiles_monomer,smiles_ru,mn,pdi,mn_method,tg,date,additive,polymer_concentration,mass_ru,circular_smiles_10,dp,with_pva,valid,roll_valid,mean_z_average,predicted_z_average,error,rel_error
2248,"Donnerstag, 30. Januar 2020 12:33:30",A4 3,25.0,158.8,0.07200000000000001,341.2,165.5,170.7,133.2,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,18.627764892578114,0.1173033053688798
2249,"Donnerstag, 30. Januar 2020 12:34:11",A5 1,25.0,167.8,0.11599999999999999,412.0,180.7,191.7,116.2,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,9.627764892578114,0.05737642963395777
2250,"Donnerstag, 30. Januar 2020 12:34:22",A5 2,25.0,163.2,0.105,408.0,172.6,184.3,114.5,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,14.227764892578136,0.08717993193981702
2251,"Donnerstag, 30. Januar 2020 12:34:33",A5 3,25.0,163.2,0.053,408.3,170.0,174.3,137.9,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,14.227764892578136,0.08717993193981702
2252,"Donnerstag, 30. Januar 2020 12:35:18",A6 1,25.0,151.6,0.175,362.0,156.1,162.5,126.6,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,25.82776489257813,0.17036784229932805
2253,"Donnerstag, 30. Januar 2020 12:35:29",A6 2,25.0,157.0,0.105,363.5,165.0,172.0,127.6,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,20.427764892578125,0.13011315218202626
2254,"Donnerstag, 30. Januar 2020 12:35:40",A6 3,25.0,155.0,0.09699999999999999,362.2,161.9,167.2,132.0,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,1,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,159.55555555555554,177.42776489257812,22.427764892578125,0.14469525737147176
2255,"Donnerstag, 30. Januar 2020 12:36:21",B1 1,25.0,99.66,0.139,455.3,153.9,157.6,68.48,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,15.939395751953128,0.1599377458554398
2256,"Donnerstag, 30. Januar 2020 12:36:32",B1 2,25.0,98.72,0.159,452.2,202.3,191.0,69.92,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,16.879395751953126,0.1709825339541443
2257,"Donnerstag, 30. Januar 2020 12:36:43",B1 3,25.0,97.09,0.107,452.7,89.44,105.1,73.65,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,18.50939575195312,0.19064162892113629
2258,"Donnerstag, 30. Januar 2020 12:37:22",B2 1,25.0,129.9,0.105,501.1,128.3,143.5,96.97,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,14.30060424804688,0.11008933216356336
2259,"Donnerstag, 30. Januar 2020 12:37:33",B2 2,25.0,133.6,0.013000000000000001,507.7,131.9,139.6,112.7,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,18.00060424804687,0.13473506173687777
2260,"Donnerstag, 30. Januar 2020 12:37:44",B2 3,25.0,131.4,0.043,509.7,129.7,139.1,108.0,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59940338134766,15.80059661865235,0.12024807167924162
2261,"Donnerstag, 30. Januar 2020 12:38:28",B3 1,25.0,102.2,0.11800000000000001,442.4,93.5,111.5,74.76,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,13.399395751953122,0.13110954747507947
2262,"Donnerstag, 30. Januar 2020 12:38:39",B3 2,25.0,100.6,0.14800000000000002,436.1,91.82,107.5,75.85,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,14.99939575195313,0.14909936135142277
2263,"Donnerstag, 30. Januar 2020 12:38:50",B3 3,25.0,102.9,0.113,438.8,90.23,117.6,63.66,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,110.67444444444445,115.59939575195312,12.69939575195312,0.12341492470314012
2264,"Donnerstag, 30. Januar 2020 12:39:39",B4 1,25.0,178.8,0.07400000000000001,255.0,189.7,191.0,157.4,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,8.051165771484364,0.045028891339398004
2265,"Donnerstag, 30. Januar 2020 12:39:50",B4 2,25.0,179.2,0.024,248.6,186.7,186.8,164.5,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,7.651165771484386,0.04269623756408698
2266,"Donnerstag, 30. Januar 2020 12:40:01",B4 3,25.0,179.1,0.036000000000000004,250.9,183.6,184.1,160.7,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85113525390625,7.751135253906256,0.0432782537906547
2267,"Donnerstag, 30. Januar 2020 12:40:43",B5 1,25.0,189.5,0.017,280.6,196.2,196.1,170.6,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,2.648834228515625,0.013978017037021768
2268,"Donnerstag, 30. Januar 2020 12:40:54",B5 2,25.0,184.8,0.012,278.8,190.7,190.5,169.0,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,2.0511657714843636,0.011099381880326642
2269,"Donnerstag, 30. Januar 2020 12:41:05",B5 3,25.0,186.7,0.013999999999999999,278.4,192.8,192.6,170.4,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,0.15116577148438637,0.0008096720486576668
2270,"Donnerstag, 30. Januar 2020 12:41:44",B6 1,25.0,183.3,0.059000000000000004,285.8,193.1,193.3,166.3,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,3.5511657714843636,0.019373517574928334
2271,"Donnerstag, 30. Januar 2020 12:41:54",B6 2,25.0,181.6,0.096,281.8,194.5,195.3,161.1,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.8511505126953,5.251150512695318,0.028916027052286995
2272,"Donnerstag, 30. Januar 2020 12:42:05",B6 3,25.0,181.3,0.098,276.6,196.5,198.4,152.9,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,PVA,3,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,1,1,1.0,182.7,186.85116577148438,5.551165771484364,0.030618674966819432
2273,"Donnerstag, 30. Januar 2020 12:42:49",C1 1,25.0,113.7,0.16,210.0,205.4,185.8,74.11,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.14366912841797,11.443669128417966,0.10064792549180268
2274,"Donnerstag, 30. Januar 2020 12:43:00",C1 2,25.0,113.7,0.129,208.3,106.7,126.5,81.03,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.14366912841797,11.443669128417966,0.10064792549180268
2275,"Donnerstag, 30. Januar 2020 12:43:10",C1 3,25.0,111.9,0.08800000000000001,206.3,105.4,122.9,82.23,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.1436767578125,13.243676757812494,0.11835278603943247
2276,"Donnerstag, 30. Januar 2020 12:43:57",C2 1,25.0,111.7,0.129,227.7,103.6,121.4,81.28,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.14366912841797,13.443669128417966,0.12035513991421634
2277,"Donnerstag, 30. Januar 2020 12:44:08",C2 2,25.0,111.3,0.08800000000000001,228.2,106.8,120.6,88.21,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.1436767578125,13.843676757812503,0.12438164202886347
2278,"Donnerstag, 30. Januar 2020 12:44:19",C2 3,25.0,113.0,0.14800000000000002,227.8,103.4,133.2,70.62,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.1436767578125,12.1436767578125,0.1074661659983407
2279,"Donnerstag, 30. Januar 2020 12:45:01",C3 1,25.0,115.7,0.158,228.0,229.0,195.1,79.1,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.14366912841797,9.443669128417966,0.08162203222487438
2280,"Donnerstag, 30. Januar 2020 12:45:12",C3 2,25.0,115.5,0.175,229.3,176.1,195.2,69.36,VAN054_P3(TS-002)_1.txt,VAN54_P3,P03,methacrylate,PMMA,C=C(C)(C(=O)OC),[CH2][C](C)(C(=O)OC),101400.0,1.88,SEC13,105.0,2020-01-29 00:00:00,None,5,100.11699999999998,C3[C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)[CH2][C](C)(C(=O)OC)3,1012.8150064424626,0,1,1.0,113.48888888888888,125.14366912841797,9.643669128417969,0.08349497080881359
